Density,RoomCount
0,322176,109
0,417408,146
0,415552,123
0,362176,124
0,37952,115
0,410688,138
0,404928,129
0,387008,130
0,399424,125
0,411136,134
0,349568,112
0,37056,116
0,394688,133
0,404864,124
0,359488,113
0,39136,132
0,431616,156
0,426432,130
0,417536,144
0,409984,139
0,410304,123
0,371456,120
0,422656,139
0,411264,135
0,386176,129
0,404288,141
0,365504,119
0,413824,126
0,392768,131
0,391616,122
0,365184,126
0,413056,126
0,357504,124
0,367808,134
0,383104,119
0,386432,134
0,390848,131
0,362752,132
0,341376,103
0,404928,128
0,395008,134
0,372288,129
0,376256,131
0,333376,120
0,442496,140
0,400832,135
0,403776,134
0,353024,122
0,359232,130
0,404864,130
0,377408,129
0,366464,118
0,384832,134
0,376704,115
0,38432,125
0,385344,132
0,406208,135
0,38752,134
0,380736,126
0,375168,137
0,434368,142
0,396416,137
0,382272,121
0,400064,129
0,376192,136
0,449024,136
0,37696,115
0,40512,133
0,371648,111
0,420608,156
0,389504,130
0,420288,142
0,343232,104
0,354112,126
0,414528,129
0,428032,144
0,380608,128
0,404544,137
0,409728,139
0,396288,121
0,365248,126
0,394048,139
0,372544,126
0,398848,133
0,403072,141
0,35552,117
0,40704,132
0,382272,122
0,323456,97
0,359616,118
0,398016,128
0,352256,115
0,388096,132
0,413184,137
0,406336,135
0,369088,113
0,393984,129
0,392832,132
0,350592,118
0,369152,137
0,359808,109
0,37376,122
0,412608,142
0,39744,126
0,4192,140
0,370752,117
0,438592,142
0,435904,148
0,413568,129
0,412096,132
0,359168,113
0,387968,133
0,396224,134
0,38112,114
0,416896,150
0,333696,118
0,392896,129
0,395392,132
0,335808,105
0,393984,121
0,379328,136
0,400832,133
0,384448,127
0,404352,124
0,393984,150
0,405312,138
0,436928,146
0,450816,161
0,398208,126
0,414784,127
0,380352,127
0,388928,124
0,413184,142
0,396096,126
0,401472,132
0,379776,123
0,41984,131
0,398592,118
0,407296,131
0,42496,117
0,412608,145
0,411136,130
0,37824,145
0,40192,136
0,376512,127
0,373248,117
0,415488,142
0,410752,133
0,350464,120
0,397952,135
0,386816,132
0,396096,124
0,364096,106
0,37536,121
0,436096,146
0,394048,119
0,39136,136
0,369024,123
0,400512,126
0,41344,153
0,358336,123
0,448128,148
0,3472,107
0,378944,116
0,432512,121
0,38816,140
0,37856,124
0,3488,112
0,398592,138
0,381376,123
0,42368,138
0,396992,135
0,377472,127
0,429056,143
0,37408,122
0,45184,159
0,369216,114
0,423488,132
0,424,128
0,381056,130
0,397504,128
0,388416,133
0,388416,126
0,37664,121
0,397312,143
0,412096,133
0,39712,150
0,411648,132
0,346752,110
0,384128,126
0,382592,134
0,353472,116
0,435456,142
0,425728,142
0,372288,125
0,405504,134
0,399936,129
0,390464,124
0,34144,108
0,361088,124
0,405056,127
0,406272,127
0,413952,136
0,409472,145
0,399424,141
0,3904,135
0,386304,123
0,369216,121
0,403072,141
0,376576,111
0,344576,123
0,415872,135
0,34048,114
0,366784,112
0,416064,132
0,372096,110
0,379776,128
0,396608,125
0,372352,116
0,417152,144
0,377856,121
0,415168,134
0,405568,138
0,382016,133
0,34848,116
0,36736,115
0,414848,151
0,397184,139
0,355776,116
0,393152,128
0,378368,121
0,379456,123
0,405888,138
0,433408,131
0,396544,126
0,426112,146
0,403904,142
0,388544,128
0,350464,129
0,35488,112
0,388288,129
0,403456,132
0,397696,127
0,374976,132
0,333632,110
0,438656,160
0,3504,112
0,41024,133
0,433984,144
0,33792,110
0,39264,121
0,39552,142
0,387136,131
0,35936,118
0,41088,133
0,408704,124
0,440832,142
0,381504,121
0,433856,142
0,410624,127
0,408192,137
0,375552,132
0,417984,134
0,392448,138
0,454336,155
0,397504,128
0,365952,113
0,42368,148
0,364864,122
0,407616,132
0,350848,106
0,385152,124
0,414144,153
0,402944,143
0,417152,148
0,376512,125
0,37216,121
0,398272,130
0,40928,133
0,409728,126
0,403328,139
0,371776,128
0,393536,137
0,428352,134
0,400768,134
0,401984,131
0,39136,120
0,40384,137
0,373376,139
0,43008,138
0,369344,122
0,377536,131
0,408576,132
0,377344,132
0,414144,137
0,38496,123
0,359424,105
0,354176,113
0,45536,137
0,389952,132
0,428864,133
0,361536,128
0,410432,139
0,358272,109
0,347904,108
0,401344,131
0,417408,138
0,376896,130
0,379072,115
0,396352,136
0,368128,118
0,391552,118
0,38656,137
0,394752,124
0,383808,136
0,400064,132
0,386496,130
0,36128,118
0,362496,123
0,38656,131
0,38976,120
0,356544,115
0,39968,135
0,368256,124
0,381312,119
0,33568,115
0,411264,136
0,435328,151
0,336768,104
0,406592,126
0,371776,111
0,369472,135
0,3712,123
0,390208,128
0,404096,148
0,33568,103
0,408896,132
0,430336,140
0,392,126
0,407744,125
0,395904,131
0,417216,128
0,407296,130
0,4,137
0,405888,134
0,361216,115
0,359168,119
0,418688,129
0,394496,129
0,39168,115
0,363008,119
0,4112,139
0,428992,149
0,365504,128
0,3968,136
0,361024,121
0,363392,115
0,378432,126
0,414592,137
0,387072,131
0,381632,126
0,403456,141
0,361472,124
0,426048,144
0,392576,131
0,390784,124
0,40352,127
0,396736,125
0,363968,127
0,35456,106
0,424064,149
0,379776,115
0,40224,122
0,3776,120
0,398912,132
0,409152,126
0,386432,137
0,316352,105
0,359104,111
0,372352,121
0,39072,115
0,396736,134
0,40256,128
0,389632,129
0,393344,120
0,420096,136
0,401344,127
0,394496,128
0,405952,130
0,376384,136
0,377536,129
0,418048,137
0,450048,146
0,418624,135
0,422912,145
0,395264,124
0,39328,134
0,403648,127
0,40736,126
0,347072,121
0,393472,124
0,382656,127
0,38592,128
0,375424,127
0,41664,142
0,4,131
0,394752,131
0,403776,140
0,400448,131
0,393408,129
0,368768,109
0,352,119
0,357952,115
0,371008,119
0,41536,127
0,390464,135
0,418496,142
0,427392,152
0,386944,114
0,353472,118
0,412608,143
0,420544,138
0,385664,116
0,364864,126
0,367168,119
0,399424,135
0,403328,128
0,358336,124
0,403264,140
0,385216,123
0,380288,114
0,412032,132
0,37152,132
0,346048,114
0,394496,129
0,347392,109
0,38912,130
0,432576,139
0,421248,132
0,461504,151
0,363264,126
0,424768,140
0,421632,132
0,428032,153
0,36864,125
0,383744,132
0,441664,153
0,415104,135
0,378944,120
0,396672,131
0,367744,114
0,331904,103
0,408256,132
0,384896,120
0,404352,131
0,366784,130
0,37504,123
0,417088,141
0,38848,133
0,408192,147
0,36544,111
0,394368,120
0,390784,131
0,369664,132
0,38528,127
0,413696,137
0,390656,124
0,409152,138
0,389632,137
0,355904,122
0,403584,142
0,3936,128
0,383296,135
0,40992,134
0,382912,131
0,39712,130
0,377088,125
0,41472,141
0,385792,138
0,374272,127
0,424192,135
0,3776,128
0,392512,129
0,430912,147
0,40416,130
0,371584,118
0,375296,117
0,347904,108
0,373056,126
0,412928,140
0,4016,134
0,439488,136
0,402688,139
0,409344,139
0,386368,134
0,397376,126
0,40864,130
0,382656,129
0,395712,127
0,389376,138
0,387648,135
0,406976,133
0,370688,119
0,379328,132
0,323264,113
0,423104,149
0,415808,147
0,362624,130
0,377088,120
0,368832,116
0,390144,134
0,396992,132
0,39072,141
0,423616,126
0,411264,134
0,399488,131
0,403968,121
0,329152,105
0,397312,140
0,416128,135
0,423744,144
0,405376,136
0,34976,108
0,379584,123
0,387968,127
0,402304,124
0,406656,128
0,354816,128
0,359232,122
0,337408,117
0,429824,130
0,391488,143
0,398848,128
0,383488,122
0,426368,149
0,407744,131
0,331968,109
0,390336,126
0,409088,130
0,371712,124
0,380608,123
0,360128,124
0,367744,125
0,3616,127
0,356352,119
0,405568,121
0,379456,122
0,36832,119
0,381504,118
0,385408,127
0,368576,115
0,337408,111
0,408192,136
0,380416,127
0,367744,117
0,385088,115
0,40032,144
0,388928,131
0,364672,123
0,440512,152
0,393344,127
0,425728,137
0,441792,156
0,335616,109
0,415744,134
0,373888,120
0,399168,131
0,391616,123
0,387648,137
0,393536,129
0,390784,143
0,38752,126
0,401728,129
0,35104,121
0,404864,134
0,394304,126
0,41056,125
0,353408,113
0,359744,122
0,386112,134
0,430592,149
0,355776,122
0,372928,113
0,381312,129
0,392448,131
0,40928,139
0,396096,127
0,40128,138
0,369536,122
0,366848,121
0,37504,122
0,46112,159
0,355072,125
0,35808,117
0,411904,143
0,408064,134
0,362624,127
0,363648,115
0,33536,114
0,407616,137
0,392896,133
0,404288,140
0,401472,139
0,391104,126
0,349504,121
0,383744,126
0,413376,126
0,427584,147
0,402752,133
0,412544,142
0,429632,136
0,391232,127
0,397824,137
0,361728,138
0,44352,145
0,41216,132
0,39616,135
0,407424,146
0,38048,128
0,420096,139
0,438528,146
0,37344,121
0,373632,131
0,389568,130
0,359808,125
0,317056,103
0,349504,127
0,443648,145
0,338944,114
0,41504,139
0,393216,128
0,383744,117
0,419776,143
0,404416,121
0,369152,119
0,394496,140
0,381504,136
0,345024,110
0,367424,113
0,38144,124
0,382848,110
0,390848,128
0,401728,127
0,367616,115
0,43328,136
0,39584,137
0,400576,134
0,41728,133
0,37344,117
0,396544,131
0,360192,120
0,410944,136
0,363904,123
0,344384,116
0,342592,120
0,389632,131
0,418688,131
0,36064,125
0,398336,137
0,411264,139
0,379584,132
0,380672,124
0,347008,121
0,387904,123
0,377792,132
0,418432,140
0,41152,138
0,380416,124
0,455296,142
0,388224,130
0,3584,112
0,397632,135
0,358912,110
0,406592,141
0,354432,120
0,371328,130
0,410048,133
0,38272,130
0,40192,117
0,407168,136
0,331072,112
0,401792,134
0,386112,140
0,430208,153
0,376896,122
0,410688,131
0,376,121
0,349056,101
0,393472,122
0,352128,121
0,403904,130
0,41024,132
0,41632,131
0,396864,150
0,404352,139
0,423744,140
0,406592,119
0,43392,132
0,38176,131
0,412864,151
0,388352,115
0,386752,135
0,380544,127
0,356608,118
0,391744,115
0,357696,116
0,393728,129
0,433088,144
0,3728,110
0,399168,133
0,356544,128
0,400448,136
0,42336,137
0,32448,103
0,418432,157
0,40896,143
0,404288,146
0,364224,124
0,407488,133
0,36192,140
0,396288,127
0,383168,132
0,380736,117
0,403136,140
0,373952,131
0,39808,121
0,393344,121
0,353856,109
0,3904,132
0,3792,137
0,426752,136
0,379392,138
0,407168,146
0,367232,116
0,395392,128
0,386176,120
0,419328,138
0,300544,103
0,350976,119
0,388928,124
0,426304,136
0,398784,135
0,354752,114
0,403072,128
0,378624,121
0,41248,139
0,401344,143
0,379584,117
0,401024,131
0,374656,125
0,407616,134
0,404288,154
0,375296,120
0,406208,131
0,405824,141
0,378176,123
0,377856,128
0,377536,121
0,444736,150
0,390464,129
0,419008,133
0,373696,129
0,409024,122
0,402752,133
0,39232,141
0,37536,123
0,438656,145
0,37984,130
0,445504,142
0,379904,135
0,392,125
0,41536,148
0,43008,142
0,354496,113
0,393472,137
0,347328,108
0,399168,135
0,424256,144
0,367232,112
0,386816,133
0,396352,149
0,36864,113
0,334784,120
0,368384,123
0,416,136
0,378368,132
0,411392,129
0,357696,127
0,324096,114
0,358592,121
0,412224,129
0,390208,120
0,37024,124
0,380032,132
0,30944,102
0,403328,137
0,417152,150
0,384704,122
0,414784,136
0,411328,146
0,416448,131
0,328704,105
0,3696,132
0,380928,127
0,407104,135
0,40224,128
0,336704,107
0,40576,136
0,45088,135
0,40448,141
0,379072,117
0,351488,123
0,398528,129
0,396736,138
0,380032,134
0,431744,142
0,40288,130
0,349888,119
0,390208,130
0,411648,124
0,392,135
0,399936,132
0,382592,131
0,400576,135
0,402944,126
0,387328,126
0,433536,132
0,392512,138
0,386176,138
0,383104,132
0,38976,127
0,368128,131
0,391104,129
0,40768,129
0,358528,122
0,396928,135
0,434752,137
0,377664,122
0,433088,141
0,355968,121
0,396352,130
0,367424,125
0,406656,131
0,368064,118
0,356352,115
0,380864,127
0,395904,133
0,391488,132
0,406208,132
0,402112,132
0,403136,142
0,400704,134
0,405248,137
0,38464,122
0,438208,145
0,384768,124
0,382656,131
0,401984,137
0,407872,135
0,40224,130
0,37312,118
0,407104,140
0,318208,111
0,428416,153
0,382208,129
0,416192,145
0,424448,138
0,373376,123
0,349568,121
0,355328,136
0,394816,130
0,380288,115
0,396224,133
0,389824,136
0,407808,136
0,40992,127
0,417664,144
0,415232,147
0,42176,136
0,387072,121
0,428928,139
0,38784,127
0,39168,127
0,392192,137
0,367424,132
0,395328,119
0,398592,125
0,379136,130
0,4096,126
0,397824,127
0,41888,139
0,380096,122
0,421696,145
0,380032,138
0,408704,135
0,363072,126
0,359232,119
0,334208,108
0,42624,134
0,36288,128
0,388736,126
0,384704,117
0,377472,108
0,36992,131
0,383808,133
0,415104,130
0,354752,120
0,399872,143
0,388672,133
0,421312,144
0,421952,147
0,397568,149
0,396416,130
0,381952,139
0,390208,117
0,38336,117
0,40096,139
0,361856,123
0,381312,121
0,3584,124
0,357504,119
0,401152,132
0,382336,127
0,401216,133
0,337536,100
0,388992,132
0,399296,135
0,364736,107
0,405056,139
0,410048,139
0,337536,104
0,399872,122
0,330048,106
0,361472,117
0,322752,104
0,42304,145
0,38464,122
0,387584,128
0,326656,106
0,377728,126
0,363584,123
0,362496,118
0,40832,130
0,337088,124
0,366208,124
0,415744,138
0,32608,111
0,381696,125
0,41504,143
0,393792,146
0,370048,117
0,398464,125
0,394048,128
0,373568,118
0,39744,131
0,382208,121
0,364544,122
0,428288,131
0,408064,124
0,394688,127
0,38912,129
0,384192,127
0,436736,151
0,383744,140
0,418304,143
0,414912,155
0,364224,117
0,369024,126
0,365376,120
0,414144,136
0,395584,139
0,427136,134
0,407552,143
0,426816,139
0,41184,133
0,386368,124
0,391808,124
0,411072,128
0,392,120
0,426624,132
0,409344,146
0,38496,135
0,37088,116
0,390656,112
0,332416,104
0,367936,116
0,37984,131
0,367424,114
0,370624,131
0,40128,138
0,432832,140
0,36256,116
0,389696,126
0,3968,144
0,381056,137
0,429056,151
0,420032,129
0,405376,132
0,397824,135
0,40096,140
0,411136,140
